symbol,launch_date,first_price,last_price_4h,performance_15m,performance_30m,performance_60m,performance_120m,performance_180m,performance_4h,max_gain_4h,max_loss_4h,high_4h,low_4h,total_volume_4h,candles_count
SKATEUSDT,2025-06-09 15:30:00,0.0756,0.06107,-5.542328042328042,-12.513227513227509,-10.105820105820097,-15.343915343915343,-17.53968253968254,-19.219576719576718,3.7037037037036993,-20.68783068783069,0.0784,0.05996,976488156.0,240
ZKJUSDT,2025-05-13 14:30:00,2.11,2.13,0.75829383886256,0.56872037914692,0.9004739336492953,0.9004739336492953,0.42654028436020575,0.9478672985782,6.54028436018959,-0.18957345971564,2.248,2.106,1699661.2999999998,240
SAHARAUSDT,2025-06-26 17:30:00,0.09051,0.09271,45.15523146613635,46.09435421500386,29.422163296873276,4.6072257209148235,-1.4915478952601815,2.4306706441277295,63.73881339078555,-4.817147276544016,0.1482,0.08615,10060524728.0,240
HUMAUSDT,2025-05-26 18:30:00,0.08413,0.071657,-10.536075121835252,-14.18043504100796,-13.286580292404604,-18.83751337216213,-14.78545108760251,-14.825864733151073,18.74479971472722,-24.069891834066315,0.0999,0.06388,4607405021.0,240
PENGUUSDC,2025-07-23 12:30:00,0.044859,0.044703,-0.8002853385051051,-0.7646180253683832,-2.378563944804845,-3.6358367328741177,-3.6492119753003998,-0.3477563030830009,6.569473238369107,-4.913172384582814,0.047806,0.042655,51913890.0,240
LAUSDT,2025-06-05 14:30:00,1.039,1.462,7.60346487006739,9.047160731472578,9.239653512993272,25.31280076997114,32.72377285851781,40.71222329162657,42.15591915303178,-4.908565928777665,1.477,0.988,209253170.3,240
ETHUSDT_250926,2025-03-28 13:30:00,1998.0,1941.91,-1.970470470470465,-2.3063063063063027,-2.3358358358358395,-2.1961961961962015,-2.186686686686689,-2.807307307307303,0.10010010010010009,-4.376376376376379,2000.0,1910.56,1196.147,240
AIXBTUSDT,2024-12-20 23:30:00,0.2585,0.31823,8.564796905222433,12.731141199226304,20.74274661508704,14.444874274661501,10.274661508704051,23.106382978723406,27.43133462282397,0.0,0.32941,0.2585,89748980.0,240
SOMIUSDT,2025-08-25 14:30:00,0.9,1.511,32.111111111111114,63.66666666666667,57.999999999999986,57.999999999999986,73.77777777777777,67.88888888888887,87.1111111111111,-16.888888888888893,1.684,0.748,32036956.0,240
USUALUSDT,2024-12-18 18:30:00,0.7784,1.0816,8.607399794450162,7.887975334018502,5.241521068859206,17.35611510791367,34.519527235354566,38.95169578622815,42.163412127440914,0.0,1.1066,0.7784,466136574.0,240
HEMIUSDT,2025-08-29 09:30:00,0.022,0.025328,25.60454545454547,21.46363636363637,-1.3954545454545375,3.636363636363646,-1.2727272727272683,15.127272727272734,30.909090909090914,-7.268181818181817,0.0288,0.020401,3359338775.0,240
BUSDT,2025-05-22 21:30:00,0.24,0.2507,12.066666666666661,22.65416666666668,11.770833333333334,9.39583333333334,4.045833333333332,4.458333333333328,23.916666666666668,-3.4166666666666607,0.2974,0.2318,221525498.0,240
TREEUSDT,2025-07-29 19:30:00,1.021,0.6698,-9.236043095004892,-13.682664054848184,-23.19294809010773,-31.733594515181196,-36.35651322233104,-34.39764936336924,29.578844270323216,-39.92164544564153,1.323,0.6134,556242485.0,240
BROCCOLI714USDT,2025-03-21 14:30:00,0.04368,0.04229,2.4267399267399394,4.143772893772908,4.075091575091585,-0.7326007326007187,-8.127289377289372,-3.182234432234422,11.85897435897437,-9.706959706959694,0.04886,0.03944,554933151.0,240
COOKIEUSDT,2025-01-07 16:30:00,0.6386,0.6572,3.7895396179141874,-0.06263701847791356,3.4606952709051066,2.9909176323207025,7.970560601315387,2.912621359223311,10.429063576573771,-0.7359849671155538,0.7052,0.6339,76150713.0,240
MILKUSDT,2025-05-06 18:30:00,0.11939,0.12451,4.455984588323985,6.993885585057372,9.68255297763633,6.642097328084423,9.598793868833235,4.288466370717815,12.404724013736509,0.0,0.1342,0.11939,266825125.0,240
PENGUUSDT,2024-12-17 21:30:00,0.033401,0.03136,12.08646447711146,1.1077512649321946,-4.793269662584947,-10.149396724648964,0.3742402922068205,-6.110595491152963,18.158138977874916,-14.131313433729526,0.039466,0.028681,11979730079.0,240
ZKCUSDT,2025-09-15 19:30:00,1.5084,0.936,-11.071333863696635,-14.591620259878013,-21.068682047202326,-29.952267303102627,-40.24131530098117,-37.94749403341288,12.748607796340503,-44.11959692389287,1.7007,0.8429,787875090.0,240
BANKUSDT,2025-04-18 23:30:00,0.04,0.050198,39.74749999999999,30.255000000000003,31.95,17.584999999999994,24.224999999999994,25.494999999999994,47.154999999999994,0.0,0.058862,0.04,1553727620.0,240
REDUSDT,2025-03-06 21:30:00,0.8413,0.671,5.562819446095323,2.1633186734815157,-7.702365386901233,-12.623321050754793,-16.652799239272554,-20.242481873291336,10.54320694163794,-21.70450493284204,0.93,0.6587,258491129.0,240
AUSDT,2025-05-28 13:30:00,0.74775,0.75857,3.217652958876626,3.795386158475421,2.3604145770645193,3.261785356068207,1.3012370444667358,1.4470076897358664,6.185222333667671,-3.8542293547308684,0.794,0.71893,50074830.0,240
ATHUSDT,2025-04-02 20:30:00,0.03183,0.03,-2.3248507697140988,-2.7646874018221768,-3.1416902293433786,-2.7961043041156093,-4.366949418787304,-5.749293119698392,2.7961043041156204,-6.283380458686769,0.03272,0.02983,299846986.0,240
AVAAIUSDT,2025-01-17 18:30:00,0.22957,0.22337,4.713159384937055,1.6422006359715973,-6.324868231911837,-4.517140741386066,-5.928474974953167,-2.7007013111469194,5.632269024698347,-10.929128370431677,0.2425,0.20448,57319792.0,240
MERLUSDT,2025-05-29 13:30:00,0.156,0.13725,-9.410256410256409,-9.012820512820506,-10.397435897435905,-11.429487179487188,-12.544871794871797,-12.019230769230763,0.0,-13.461538461538455,0.156,0.135,163334147.0,240
UBUSDT,2025-09-12 15:30:00,0.017448,0.024994,18.18546538285189,32.038055937643264,32.05524988537366,22.839293901879863,26.501604768454833,43.24850985786334,54.20105456212744,-9.1242549289317,0.026905,0.015856,8133694924.0,240
HAEDALUSDT,2025-05-01 08:30:00,0.106,0.124752,7.883018867924531,7.418867924528312,11.568867924528298,11.18584905660378,22.010377358490572,17.690566037735856,23.47830188679246,-2.48396226415094,0.130887,0.103367,300239789.0,240
B3USDT,2025-02-13 16:30:00,0.01213,0.01292,15.251442704039563,16.075845012366038,13.849958779884577,15.004122011541634,10.799670239076672,6.512778235779051,21.187139323990102,0.0,0.0147,0.01213,4304376649.0,240
BRUSDT,2025-03-21 17:30:00,0.1696,0.164,1.5330188679245231,1.297169811320759,-2.240566037735848,-0.17688679245282707,-3.3018867924528266,-3.3018867924528266,4.540094339622649,-7.841981132075475,0.1773,0.1563,88458020.0,240
ASRUSDT,2025-05-06 14:30:00,1.86,1.913,15.752688172043005,19.51612903225805,13.333333333333334,8.978494623655916,11.021505376344077,2.849462365591394,27.634408602150533,0.0,2.374,1.86,42434386.7,240
NAORISUSDT,2025-07-31 17:30:00,0.061,0.0563,-17.54098360655738,-6.721311475409836,-14.590163934426226,-12.950819672131145,-18.032786885245898,-7.704918032786878,19.344262295081975,-21.14754098360656,0.0728,0.0481,1627754167.0,240
FORTHUSDT,2025-04-08 13:30:00,2.482,2.596,-4.351329572925064,-2.578565672844482,-5.076551168412584,-6.1240934730056455,-3.464947622884782,4.593070104754225,7.534246575342459,-7.937147461724418,2.669,2.285,7668028.800000001,240
SONICUSDT,2025-01-08 12:30:00,0.9477,0.9314,2.6907249129471316,6.278358130209993,3.9041890893742783,3.9252928141817045,-3.439907143610843,-1.7199535718054215,8.979634905560827,-7.280785058562832,1.0328,0.8787,137106178.6,240
HOLOUSDT,2025-09-11 17:30:00,0.71,0.4831,-21.2112676056338,-31.380281690140837,-30.690140845070424,-27.35211267605633,-28.74647887323943,-31.95774647887324,21.126760563380287,-41.22535211267605,0.86,0.4173,1067661189.0,240
RESOLVUSDT,2025-06-10 18:30:00,0.20204,0.37147,-11.839239754504058,-1.1136408631954078,3.7566818451791795,61.5917640071273,50.4207087705405,83.85963175608792,91.05127697485648,-14.55157394575332,0.386,0.17264,2005648631.0,240
TOWNSUSDT,2025-08-05 19:30:00,0.057,0.03777,-33.85964912280702,-36.57894736842105,-34.35087719298245,-30.263157894736842,-32.947368421052644,-33.736842105263165,12.631578947368405,-40.0,0.0642,0.0342,7574590250.0,240
ANIMEUSDT,2025-01-23 22:30:00,0.087,0.0854,-0.22988505747125498,2.8735632183908075,7.70114942528737,4.02298850574713,-3.5632183908045887,-1.8390804597701038,8.965517241379313,-6.551724137931031,0.0948,0.0813,1999185290.0,240
ZORAUSDT,2025-07-25 16:30:00,0.04415,0.04379,-7.791619479048695,-5.97961494903738,-9.082672706681766,2.695356738391838,7.54246885617214,-0.8154020385050944,10.011325028312571,-12.389580973952441,0.04857,0.03868,1135630922.0,240
ADAUSDC,2025-03-06 15:30:00,0.9663,0.9273,-0.4553451309117324,-0.4967401428127937,-1.086619062402987,-2.8562558211735554,-3.4978785056400756,-4.03601366035393,0.18627755355478762,-4.532753803166725,0.9681,0.9225,631337.8,240
FLOCKUSDT,2025-09-09 11:30:00,0.4722,0.4152,-0.5082592121982239,-1.736552308343919,-0.974163490046589,0.465904277848365,-0.974163490046589,-12.07115628970775,5.124947056332062,-14.908936891147823,0.4964,0.4018,64865281.0,240
SXTUSDT,2025-05-02 13:30:00,0.5355,0.32509,34.87394957983193,26.786181139122316,18.93930905695613,-8.920634920634917,-36.5079365079365,-39.2922502334267,44.388422035480865,-41.310924369747895,0.7732,0.31428,74594569.0,240
BIOUSDT,2025-01-03 17:30:00,0.7263,0.8451,8.550185873605955,12.019826517967788,23.73674790031669,11.386479416219208,11.744458212859707,16.356877323420075,25.209968332644923,-0.7297260085364136,0.9094,0.721,462560310.0,240
DAMUSDT,2025-08-18 17:30:00,0.09221,0.10875,26.764992950873,29.44366120811191,28.792972562628787,21.78722481292701,23.4247912373929,17.937316993818456,37.18685608936124,0.0,0.1265,0.09221,1376667380.0,240
TAUSDT,2025-07-21 12:30:00,0.1303,0.1418,30.698388334612435,29.31696085955488,29.16346891788182,8.058326937835771,5.218726016884114,8.825786646201083,39.44742900997697,-1.9186492709132787,0.1817,0.1278,664940268.0,240
PROMUSDT,2025-01-15 17:30:00,8.32,7.932,7.019230769230765,9.807692307692296,10.156249999999986,0.27644230769230393,-4.699519230769231,-4.663461538461537,12.175480769230768,-6.250000000000005,9.333,7.8,4458381.0,240
BDXNUSDT,2025-06-03 15:30:00,0.1,0.06699,-21.540000000000003,-23.920000000000012,-27.349999999999998,-26.090000000000003,-32.160000000000004,-33.01000000000001,0.4299999999999998,-35.54,0.10043,0.06446,1041337334.0,240
IPUSDT,2025-02-13 22:30:00,1.57501,1.7896,11.6519895111777,10.686916273547471,10.379616637354689,13.859594542256866,16.835448663818013,13.62467539888636,21.699544764795135,0.0,1.91678,1.57501,34740423.3,240
FUSDT,2025-06-18 17:30:00,0.009045,0.009289,2.3438363736871244,-0.19900497512436616,10.06080707573246,2.211166390270874,5.008291873963519,2.697622996130472,12.50414593698176,-4.201216141514632,0.010176,0.008665,8622483585.0,240
PAXGUSDT,2025-03-27 15:30:00,2988.0,3055.71,2.3427041499330654,2.311244979919677,2.288821954484601,2.402945113788493,2.1479250334671964,2.2660642570281135,4.719879518072296,0.0,3129.03,2988.0,6300.947999999999,240
CVCUSDT,2025-05-16 13:30:00,0.12941,0.1316,3.747778378796069,5.123251680704734,5.0614326558998535,4.713700641372378,2.9364036782319745,1.6922958040336895,6.954640290549423,0.0,0.13841,0.12941,99971368.0,240
HOMEUSDT,2025-06-10 16:30:00,0.025,0.02112,-9.620000000000003,-3.6720000000000086,-5.1640000000000015,-10.272000000000004,-16.896000000000008,-15.520000000000007,19.99999999999999,-22.444000000000006,0.03,0.019389,5685391507.0,240
HUSDT,2025-06-25 14:30:00,0.03511,0.0402,7.4052976360011336,14.953004841925368,10.481344346340062,13.842210196525196,10.70919965821703,14.497294218171453,27.88379379094275,-14.041583594417556,0.0449,0.03018,3109241082.0,240
GPSUSDT,2025-02-17 22:30:00,0.141,0.1322,-10.709219858156011,-12.765957446808503,-14.326241134751761,-13.475177304964534,-8.22695035460993,-6.241134751773032,0.0,-29.078014184397155,0.141,0.1,449213532.0,240
DUSDT,2025-01-09 15:30:00,0.20048,0.17207,-3.531524341580209,-9.442338387869116,-10.614525139664801,-10.749201915403026,-8.439744612928965,-14.170989624900235,0.0,-16.101356743814847,0.20048,0.1682,95748986.0,240
SIRENUSDT,2025-03-22 14:30:00,0.07532,0.07898,10.07700477960701,4.792883696229424,-0.15932023366966958,5.616038236856078,2.814657461497606,4.859267126925115,19.490175252257036,-4.368029739776953,0.09,0.07203,302936226.0,240
SPKUSDT,2025-06-17 14:30:00,0.0619,0.05802,5.67043618739903,-9.62843295638126,-12.003231017770597,-7.932148626817444,-1.3731825525040333,-6.268174474959603,9.04684975767368,-17.576736672051688,0.0675,0.05102,9143246048.0,240
CGPTUSDT,2024-12-21 00:30:00,0.22,0.24453,13.804545454545444,8.286363636363635,5.209090909090908,3.577272727272722,5.722727272727268,11.149999999999999,17.72272727272727,0.0,0.25899,0.22,52986016.0,240
KMNOUSDT,2024-12-21 00:30:00,0.1695,0.19288,12.601769911504418,16.713864306784657,15.746312684365776,11.834808259587017,11.457227138643063,13.793510324483766,18.93215339233037,0.0,0.20159,0.1695,38580626.0,240
INITUSDT,2025-04-16 11:30:00,0.728,0.7426,-10.370879120879122,-12.554945054945046,-13.200549450549445,-7.445054945054949,-1.5521978021977991,2.0054945054945135,7.747252747252749,-19.684065934065934,0.7844,0.5847,6942584.0,240
ALCHUSDT,2025-01-07 16:30:00,0.19469,0.20094,4.139914736247373,6.656736350095023,4.021778211515745,0.3749550567568999,7.463146540654367,3.2102316503158894,10.735014638656326,-3.61600493091581,0.21559,0.18765,291738358.0,240
LAYERUSDT,2025-02-11 20:30:00,0.7921,0.7753,2.184067668223707,-6.728948365105418,-8.243908597399322,-4.999368766569887,0.21461936624162653,-2.1209443252114677,6.602701679080926,-14.366872869587175,0.8444,0.6783,796306620.8,240
TAIKOUSDT,2025-06-11 17:30:00,0.5021,0.5679,11.571400119498117,12.268472415853413,11.929894443337993,11.571400119498117,11.29257120095598,13.10495917147978,14.6584345747859,0.0,0.5757,0.5021,29557808.0,240
PUNDIXUSDT,2025-04-30 15:30:00,0.58,0.516,-5.172413793103434,-5.08620689655172,-5.017241379310348,-9.672413793103436,-8.36206896551724,-11.034482758620682,0.0,-16.551724137931032,0.58,0.484,53194003.0,240
OGUSDT,2025-05-12 14:30:00,5.596,5.606,-4.288777698355972,-3.377412437455326,-3.8777698355968644,1.5010721944245824,4.056468906361692,0.1786990707648282,6.254467476769114,-6.182987848463189,5.946,5.25,3979209.2,240
SIGNUSDT,2025-04-28 16:30:00,0.0748,0.07693,1.0160427807486587,4.077540106951868,2.7540106951871555,12.29946524064171,9.826203208556143,2.847593582887691,18.70320855614972,-10.026737967914446,0.08879,0.0673,3263792875.0,240
FUNUSDT,2025-03-31 13:30:00,0.005001,0.004568,0.5198960207958405,-0.25994801039792026,-4.139172165566898,-8.118376324735054,-8.718256348730266,-8.658268346330738,5.03899220155968,-12.797440511897618,0.005253,0.004361,2196886926.0,240
JSTUSDT,2025-04-28 14:30:00,0.035101,0.039284,14.82009059570952,15.17335688441924,15.039457565311526,14.398450186604379,13.187658471268628,11.917039400586875,18.66898378963561,0.0,0.041654,0.035101,646296764.0,240
IDOLUSDT,2025-07-04 14:30:00,0.0152,0.0144,-1.0526315789473712,-10.657894736842104,-5.723684210526311,-9.34210526315789,-9.868421052631577,-5.263157894736844,7.368421052631587,-15.723684210526315,0.01632,0.01281,1500444095.0,240
XCNUSDT,2025-04-11 20:30:00,0.02339,0.02605,2.351432235998283,4.104318084651556,10.645575032064981,11.372381359555362,8.294142796066684,11.372381359555362,14.920906370243694,-0.5130397605814538,0.02688,0.02327,1016012663.0,240
SYRUPUSDT,2025-05-07 13:30:00,0.218,0.21167,12.958715596330276,10.564220183486237,9.422018348623855,10.454128440366976,6.926605504587158,-2.9036697247706433,15.440366972477063,-5.518348623853217,0.25166,0.20597,186341936.0,240
FORMUSDT,2025-03-19 13:30:00,2.0,1.6352,-7.284999999999997,-11.755000000000004,-8.999999999999996,-10.324999999999996,-9.604999999999997,-18.240000000000002,1.750000000000007,-32.099999999999994,2.035,1.358,30808805.4,240
CARVUSDT,2025-08-07 21:30:00,0.3058,0.303,-0.784826684107264,-1.4388489208633142,-1.3734466971877164,-0.19620667102681144,-0.2943100065402262,-0.9156311314584777,3.4990189666448615,-6.736429038587315,0.3165,0.2852,29881972.0,240
DEXEUSDT,2024-12-24 16:30:00,12.73,12.973,4.89395129615082,3.157894736842099,0.7698350353495599,3.8256087981146902,3.8334642576590694,1.9088766692851558,7.556952081696777,-1.429693637077772,13.692,12.548,920919.6,240
DMCUSDT,2025-06-24 18:30:00,0.00516,0.006121,-15.852713178294561,-14.670542635658911,-20.6782945736434,-3.410852713178294,16.49224806201551,18.624031007751938,28.875968992248062,-23.95348837209301,0.00665,0.003924,19180650405.0,240
BROCCOLIF3BUSDT,2025-03-21 14:30:00,0.016777,0.018512,22.727543660964418,16.74912082017047,20.134708231507414,14.311259462359185,9.673958395422302,10.341539011742269,29.73714013232402,-2.729927877451273,0.021766,0.016319,2691198040.0,240
BTCUSDT_251226,2025-06-27 13:30:00,114888.0,110299.1,-4.787706287862962,-4.385836640902447,-4.240303600027858,-3.708742427407557,-3.8586275329016138,-3.994237866443836,0.0,-10.695634008773762,114888.0,102600.0,71.961,240
WCTUSDT,2025-04-15 16:30:00,0.342,0.3387,7.631578947368407,-0.5263157894736912,2.0175438596491113,-4.093567251461992,1.1695906432748384,-0.9649122807017617,15.789473684210522,-10.64327485380118,0.396,0.3056,779267155.0,240
VINEUSDT,2025-01-24 15:30:00,0.20194,0.19266,7.962761216202824,7.264534020005936,-7.863721897593347,-5.001485589779141,-4.9420619986134575,-4.595424383480247,12.914727146677226,-11.775774982668116,0.22802,0.17816,468334198.0,240
ARCUSDT,2025-01-17 18:30:00,0.33331,0.35055,1.3350934565419608,1.7581230686148128,4.7073295130659085,5.007350514536013,-1.7611232786295,5.172362065344568,7.401518106267446,-8.1725720800456,0.35798,0.30607,43843362.0,240
ARIAUSDT,2025-09-03 16:30:00,0.09881,0.11268,42.51593968221841,36.666329318894846,14.09776338427286,9.128630705394192,9.320918935330443,14.037040785345619,50.592045339540526,0.0,0.1488,0.09881,849033404.0,240
ALLUSDT,2025-08-06 14:30:00,1.224,1.016,-14.787581699346408,-15.032679738562088,-16.09477124183007,-16.58496732026144,-16.09477124183007,-16.993464052287578,0.0,-18.30065359477124,1.224,1.0,14757531.0,240
TACUSDT,2025-07-15 15:30:00,0.01875,0.02041,7.946666666666677,31.040000000000013,13.920000000000007,1.7066666666666712,3.040000000000006,8.853333333333344,40.42666666666667,-6.666666666666654,0.02633,0.0175,4694231929.0,240
PIPPINUSDT,2025-01-24 15:30:00,0.138,0.13556,-0.30434782608695915,-3.782608695652175,-8.54347826086958,-5.6304347826086945,-6.420289855072468,-1.7681159420289836,2.8768115942028993,-10.253623188405802,0.14197,0.12385,114349099.0,240
BASUSDT,2025-08-26 18:30:00,0.0142,0.017427,-12.450704225352114,-7.697183098591551,-6.577464788732399,-4.845070422535218,21.021126760563366,22.72535211267606,27.436619718309856,-13.690140845070431,0.018096,0.012256,5227636665.0,240
DOLOUSDT,2025-05-01 08:30:00,0.048,0.061644,20.693749999999994,21.387499999999996,20.99166666666667,35.12083333333333,26.829166666666666,28.42499999999999,37.08333333333332,0.0,0.0658,0.048,578815588.0,240
GUNUSDT,2025-03-31 18:30:00,0.1145,0.1011,-17.29257641921397,-7.860262008733631,-5.851528384279474,-11.35371179039301,-12.838427947598257,-11.70305676855896,1.3100436681222718,-22.707423580786035,0.116,0.0885,3339628645.0,240
SOONUSDT,2025-05-23 13:30:00,0.4908,0.5731,7.121026894865532,10.774246128769363,14.847188264058678,20.431947840260804,14.916462917685411,16.76854115729422,31.41809290953545,0.0,0.645,0.4908,522046675.0,240
1000000BOBUSDT,2025-06-05 13:30:00,0.11042,0.10056,4.926643723963051,-0.6701684477449777,-4.347038579967396,-7.598261184568021,-7.770331461691726,-8.929541749683036,6.1945299764535395,-19.163195073356274,0.11726,0.08926,436727987.0,240
TANSSIUSDT,2025-07-09 16:30:00,0.04895,0.05651,1.7364657814095945,3.63636363636363,-2.226762002042902,0.40858018386108025,1.6547497446373813,15.444330949948922,17.282941777323803,-6.843718079673133,0.05741,0.0456,1161384857.0,240
ERAUSDT,2025-07-17 20:30:00,0.8461,1.7273,61.47027538116063,58.8937477839499,77.91041248079425,79.29322775085687,83.97352558799197,104.14844581018794,118.11842571800024,-1.181893393215933,1.8455,0.8361,801378308.0,240
USELESSUSDT,2025-08-15 17:30:00,0.3299,0.2803,-0.6365565322825238,-1.3640497120339508,0.7881176113973903,-2.334040618369215,-12.700818429827235,-15.03485904819643,3.2434070930584986,-16.217035465292525,0.3406,0.2764,166012207.0,240
MUSDT,2025-07-07 14:30:00,0.166,0.151,5.78313253012048,12.710843373493963,8.373493975903612,-3.0722891566265185,-11.385542168674698,-9.03614457831326,21.3855421686747,-13.855421686746999,0.2015,0.143,688468992.0,240
SKYAIUSDT,2025-05-13 14:30:00,0.05826,0.06204,3.604531410916577,3.3299004462753126,7.569515962924828,9.131479574322002,7.706831445245453,6.488156539649843,10.367318915207683,-1.3044970820459951,0.0643,0.0575,356778107.0,240
SAPIENUSDT,2025-08-20 22:30:00,0.181,0.19203,-17.55801104972376,-21.077348066298338,-22.618784530386744,-8.97790055248618,-4.8342541436464135,6.093922651933709,13.198895027624308,-24.861878453038667,0.20489,0.136,705012073.0,240
KAITOUSDT,2025-02-20 18:30:00,1.494,0.9743,-23.447121820615802,-27.737617135207504,-25.696117804551534,-38.60107095046854,-38.15261044176707,-34.78580990629183,13.62784471218206,-41.57965194109772,1.6976,0.8728,808980680.5,240
MAVIAUSDT,2025-03-26 22:30:00,0.4179,0.4691,4.331179708064131,5.6712132089016505,4.498683895668816,16.15218951902369,17.899018904044038,12.251734864800197,24.43168222062695,-0.6460875807609429,0.52,0.4152,93578859.0,240
FARTCOINUSDT,2024-12-20 23:30:00,1.0336,1.037,-0.4160216718266225,-2.2058823529411913,9.374999999999998,3.792569659442715,4.1892414860681,0.3289473684210379,13.544891640866863,-7.797987616099082,1.1736,0.953,12670400.5,240
INUSDT,2025-08-07 15:30:00,0.0766,0.09639,8.25065274151435,6.671018276762407,-2.532637075718012,2.5587467362924325,39.778067885117494,25.8355091383812,53.18537859007832,-15.013054830287201,0.11734,0.0651,1253911279.0,240
PNUTUSDC,2025-03-07 15:30:00,0.196,0.18852,-2.0000000000000036,-2.423469387755104,-1.9132653061224507,-2.7295918367347047,-4.040816326530618,-3.816326530612252,0.5918367346938747,-4.846938775510208,0.19716,0.1865,902746.0,240
